ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h19291_at						obsoleted by Celera	/len=363 GA_x54KRE8M8QT hCG1802117 (36788-33319) PROMOTE1		
gnf1h19292_x_at									
gnf1h19293_at									
gnf1h19294_at						obsoleted by Celera	/len=654 GA_x54KREAD7QP hCG1802095 (1597202-1533219) PROMOTE1		
gnf1h19295_at						obsoleted by Celera	/len=582 GA_x5L2HTUGAQ2 hCG1802093 (26636148-26652396) PROMOTE1		
gnf1h19296_at						obsoleted by Celera	/len=495 GA_x5L2HTUGAQ2 hCG1802092 (26776260-26752979) PROMOTE1		
gnf1h19297_at						obsoleted by Celera	/len=521 GA_x54KREAYNVD hCG1802075 (1118567-1156144) PROMOTE1		
gnf1h19298_at							gb|AAF74213.1|AF156961_1 (AF156961) gag [Homo sapiens] 		
gnf1h19299_x_at						obsoleted by Celera	/len=699 GA_x5L2HTV8TDQ hCG1802062 (1105222-1102493) PROMOTE1		
gnf1h19300_x_at						obsoleted by Celera	/len=195 GA_x54KRE96ECP hCG1802059 (6105083-6152533) PROMOTE1		
gnf1h19301_at						obsoleted by Celera	/len=195 GA_x54KRE96ECP hCG1802059 (6105083-6152533) PROMOTE1		
gnf1h19302_at						obsoleted by Celera	/len=204 GA_x5HB7VCJ5SS hCG1802050 (20142976-20172144) PROMOTE1		
gnf1h19303_x_at						obsoleted by Celera	/len=200 GA_x5J8B7PCKLG hCG1802046 (1050417-1050617) PROMOTE1		
gnf1h19304_at						obsoleted by Celera	/len=426 GA_x9V1B0T hCG1802044 (4670129-4690531) PROMOTE1		
gnf1h19305_at							ref|XP_063537.1| (XM_063537) hypothetical protein XP_063537 [Homo sapiens] 		
gnf1h19306_at						obsoleted by Celera	/len=354 GA_x5HB7VCTE6R hCG1802041 (15693057-15692026) PROMOTE1		
gnf1h19307_at						obsoleted by Celera	/len=480 GA_x54KRE8UE1T hCG1802038 (5801555-5816777) PROMOTE1		
gnf1h19308_at						obsoleted by Celera	/len=723 GA_x5J8B7P41MV hCG1802012 (1273463-1272565) PROMOTE1		
gnf1h19309_at						obsoleted by Celera	/len=513 GA_x5L2HTTFEJ9 hCG1802006 (9767765-9769667) PROMOTE1		
gnf1h19310_at							gb|AAF74213.1|AF156961_1 (AF156961) gag [Homo sapiens] 		
gnf1h19311_at									
gnf1h19312_at						obsoleted by Celera	/len=312 GA_x5HB7VC7SF6 hCG1801991 (206818-203677) PROMOTE1		
gnf1h19313_at	11	XM_001128305							
gnf1h19314_x_at						obsoleted by Celera	/len=336 GA_x54KREA0LW5 hCG1801982 (18096-16084) PROMOTE1		
gnf1h19315_at						obsoleted by Celera	/len=336 GA_x54KREA0LW5 hCG1801982 (18096-16084) PROMOTE1		
gnf1h19316_at									
gnf1h19317_at						obsoleted by Celera	/len=357 GA_x5L2HTTPLME hCG1801961 (2406245-2406602) PROMOTE1		
gnf1h19318_at						obsoleted by Celera	/len=630 GA_x54KRE8WCAA hCG1801954 (4565231-4565974) PROMOTE1		
gnf1h19319_x_at						obsoleted by Celera	/len=202 GA_x5HB7VD3DQW hCG1801946 (16996973-16996771) PROMOTE1		
gnf1h19320_at						obsoleted by Celera	/len=202 GA_x5HB7VD3DQW hCG1801946 (16996973-16996771) PROMOTE1		
gnf1h19321_x_at						obsoleted by Celera	/len=201 GA_x5L2HTTPLME hCG1801932 (18458240-18459567) PROMOTE1		
gnf1h19322_at						obsoleted by Celera	/len=201 GA_x5L2HTTPLME hCG1801932 (18458240-18459567) PROMOTE1		
gnf1h19323_at									
gnf1h19324_at						obsoleted by Celera	/len=540 GA_x5J8B7Q1L5Q hCG1801916 (1903138-1927357) PROMOTE1		
gnf1h19325_at						obsoleted by Celera	/len=328 GA_x54KRE93QVT hCG1801915 (4242206-4206808) PROMOTE1		
gnf1h19326_at						obsoleted by Celera	/len=1002 GA_x54KRE93QVT hCG1801914 (4471117-4489460) PROMOTE1		
gnf1h19327_at						obsoleted by Celera	/len=594 GA_x54KRE93QVT hCG1801913 (4893261-4856239) PROMOTE1		
gnf1h19328_at							ref|XP_005242.2| hypothetical protein FLJ11348 [Homo sapiens] 		
gnf1h19329_at									
gnf1h19330_at						obsoleted by Celera	/len=837 GA_x5L2HTTHY8E hCG1801899 (12227223-12236809) PROMOTE1		
gnf1h19331_at						obsoleted by Celera	/len=366 GA_x5L2HTUCKNG hCG1801896 (7789125-7781704) PROMOTE1		
gnf1h19332_at									
gnf1h19333_at						obsoleted by Celera	/len=386 GA_x39G1F78TFC hCG1801883 (12201-10759) PROMOTE1		
gnf1h19334_at									
gnf1h19335_at						obsoleted by Celera	/len=2514 GA_x39G1GC42LN hCG1801880 (2369-84323) PROMOTE1		
gnf1h19336_at									
gnf1h19337_at							ref|XP_070340.1| (XM_070340) hypothetical protein XP_070340 [Homo sapiens] 		
gnf1h19338_at									
gnf1h19339_at									
gnf1h19340_at									
gnf1h19341_at	9	XM_929961			646989		ref|NP_057186.1| ring finger protein 16; ring finger protein 16; RING finger protein terf; testis RING finger protein [Homo sapiens] 		
gnf1h19342_at							gb|AAD14545.1| (AF072505) envelope protein [Homo sapiens] 		
gnf1h19343_at							gb|AAB65469.1| (U60269) putative envelope protein; orf similar to env of Type A and Type B retroviruses and to class II HERVs [Homo sapiens] 		
gnf1h19344_at									
gnf1h19345_at						obsoleted by Celera	/len=402 GA_x5HB7VD3DJW hCG1801822 (7559245-7550439) PROMOTE1		
gnf1h19346_at						obsoleted by Celera	/len=246 GA_x5L2HTTHY8E hCG1801818 (3405372-3416150) PROMOTE1		
gnf1h19347_at						obsoleted by Celera	/len=447 GA_x5L2HTVCTK4 hCG1801802 (1051889-1071234) PROMOTE1		
gnf1h19348_at						obsoleted by Celera	/len=236 GA_x5HB7VD3DQW hCG1801800 (9020860-9025250) PROMOTE1		
gnf1h19349_at									
gnf1h19350_at						obsoleted by Celera	/len=360 GA_x5J8B7PQS0F hCG1801798 (105607-149286) PROMOTE1		
gnf1h19351_at						obsoleted by Celera	/len=432 GA_x5J8B7PQS0F hCG1801797 (397360-355515) PROMOTE1		
gnf1h19352_at						obsoleted by Celera	/len=797 GA_x54KRE8WCAA hCG1801796 (5797642-5749388) PROMOTE1		
gnf1h19353_x_at						obsoleted by Celera	/len=184 GA_x54KREAPJ4G hCG1801794 (2496239-2496055) PROMOTE1		
gnf1h19354_at						obsoleted by Celera	/len=184 GA_x54KREAPJ4G hCG1801794 (2496239-2496055) PROMOTE1		
gnf1h19355_at							ref|NP_038679.2| spliceosomal protein gene 62 [Mus musculus] 		
gnf1h19356_at									
gnf1h19357_at						obsoleted by Celera	/len=828 GA_x54KREB2RL0 hCG1801779 (10321170-10316346) PROMOTE1		
gnf1h19358_at						obsoleted by Celera	/len=291 GA_x5J8B7P054Y hCG1801774 (85962-88287) PROMOTE1		
gnf1h19359_at						obsoleted by Celera	/len=540 GA_x5HB7VCVS5L hCG1801764 (5987041-5940529) PROMOTE1		
gnf1h19360_at									
gnf1h19361_at							gb|AAA36811.1| (L23545) putative [Homo sapiens] 		
gnf1h19362_at						obsoleted by Celera	/len=567 GA_x5HB7VCTEKH hCG1801755 (2306131-2358075) PROMOTE1		
gnf1h19363_at						obsoleted by Celera	/len=708 GA_x5L2HTTHY8E hCG1801753 (50861966-50890505) PROMOTE1		
gnf1h19364_at						obsoleted by Celera	/len=828 GA_x54KRE8TL24 hCG1801743 (9606871-9673599) PROMOTE1		
gnf1h19365_at									
gnf1h19366_x_at							gb|AAH02886.1|AAH02886 (BC002886) Unknown (protein for MGC:11241) [Homo sapiens] 		
gnf1h19367_at							gb|AAH02886.1|AAH02886 (BC002886) Unknown (protein for MGC:11241) [Homo sapiens] 		
gnf1h19368_at							Pseudogene! 		
gnf1h19369_at									
gnf1h19370_at									
gnf1h19371_at						obsoleted by Celera	/len=708 GA_x54KRE96ECP hCG1801729 (26095870-26068008) PROMOTE1		
gnf1h19372_x_at						obsoleted by Celera	/len=684 GA_x54KRE96ECP hCG1801727 (26748097-26746048) PROMOTE1		
gnf1h19373_at						obsoleted by Celera	/len=684 GA_x54KRE96ECP hCG1801727 (26748097-26746048) PROMOTE1		
gnf1h19374_at							Pseudogene! 		
gnf1h19375_at									
gnf1h19376_at						obsoleted by Celera	/len=650 GA_x54KREALWUN hCG1801721 (9299471-9296194) PROMOTE1		
gnf1h19377_at						obsoleted by Celera	/len=789 GA_x5L2HTTHY8E hCG1801716 (41490259-41449909) PROMOTE1		
gnf1h19378_at						obsoleted by Celera	/len=315 GA_x5L2HTUCKNG hCG1801710 (1541017-1541332) PROMOTE1		
gnf1h19379_at						obsoleted by Celera	/len=518 GA_x5L2HTUCKNG hCG1801709 (1796151-1760043) PROMOTE1		
gnf1h19380_at									
gnf1h19381_x_at						obsoleted by Celera	/len=216 GA_x54KRE8RWT1 hCG1801705 (3670361-3664511) PROMOTE1		
gnf1h19382_at						obsoleted by Celera	/len=216 GA_x54KRE8RWT1 hCG1801705 (3670361-3664511) PROMOTE1		
gnf1h19383_at						obsoleted by Celera	/len=362 GA_x54KREAD7QP hCG1801704 (3500465-3570134) PROMOTE1		
gnf1h19384_at						obsoleted by Celera	/len=675 GA_x5L2HTTFRGU hCG1801702 (348602-377735) PROMOTE1		
gnf1h19385_at						obsoleted by Celera	/len=507 GA_x5L2HTUNP61 hCG1801700 (261572-261034) PROMOTE1		
gnf1h19386_at									
gnf1h19387_x_at									
gnf1h19388_x_at									
gnf1h19389_at									
gnf1h19390_at									
gnf1h19391_at						obsoleted by Celera	/len=628 GA_x5HB7VD3DJW hCG1801681 (8197660-8186154) PROMOTE1		
gnf1h19392_at						obsoleted by Celera	/len=423 GA_x5L2HTTHY8E hCG1801675 (46536298-46530826) PROMOTE1		
gnf1h19393_at						obsoleted by Celera	/len=498 GA_x5L2HTTHY8E hCG1801674 (46798100-46792648) PROMOTE1		
gnf1h19394_at									
gnf1h19395_at							ref|XP_063651.1| (XM_063651) hypothetical protein XP_063651 [Homo sapiens] 		
gnf1h19396_at						obsoleted by Celera	/len=189 GA_x5L2HTUCKNG hCG1801659 (3448044-3480560) PROMOTE1		
gnf1h19397_at									
gnf1h19398_at									
gnf1h19399_at						obsoleted by Celera	/len=482 GA_x5HB7VC57CJ hCG1801647 (700876-702847) PROMOTE1		
gnf1h19400_at									
gnf1h19401_at						obsoleted by Celera	/len=483 GA_x5HB7VCTE6R hCG1801633 (8001477-8025391) PROMOTE1		
gnf1h19402_at						obsoleted by Celera	/len=335 GA_x5HB7VCTE6R hCG1801632 (8616483-8621901) PROMOTE1		
gnf1h19403_at									
gnf1h19404_at						obsoleted by Celera	/len=537 GA_x54KRE9RDAW hCG1801610 (1868984-1872057) PROMOTE1		
gnf1h19405_at									
gnf1h19406_at						obsoleted by Celera	/len=258 GA_x5HB7VCTE6R hCG1801606 (25688650-25686126) PROMOTE1		
gnf1h19407_at							pir T12489 hypothetical protein DKFZp572P0920 human fragment pir||T12489 hypothetical protein DKFZp572P0920.1 - human (fragment) 		
gnf1h19408_at						obsoleted by Celera	/len=1677 GA_x54KREAD7QP hCG1801585 (703702-741524) PROMOTE1		
gnf1h19409_at						obsoleted by Celera	/len=621 GA_x54KREAPJ4G hCG1801584 (4424100-4485807) PROMOTE1		
gnf1h19410_at						obsoleted by Celera	/len=861 GA_x5L2HTTS1WB hCG1801582 (124330-140048) PROMOTE1		
gnf1h19411_at									
gnf1h19412_at						obsoleted by Celera	/len=276 GA_x54KRE96ECP hCG1801575 (20571035-20586433) PROMOTE1		
gnf1h19413_at						obsoleted by Celera	/len=180 GA_x5J8B7Q4BBY hCG1801574 (5195494-5180383) PROMOTE1		
gnf1h19414_at						obsoleted by Celera	/len=615 GA_x5L2HTTHY8E hCG1801573 (20402543-20416775) PROMOTE1		
gnf1h19415_at							pir S08242 chimerin human pir||S08242 N-chimerin - human 		
gnf1h19416_at						obsoleted by Celera	/len=252 GA_x5L2HTTHY8E hCG1801564 (43484124-43473532) PROMOTE1		
gnf1h19417_at							ref|NP_076931.1| mitochondrial ribosomal protein 63 [Homo sapiens] 		
gnf1h19418_at									
gnf1h19419_at						obsoleted by Celera	/len=360 GA_x5HB7VCY1B9 hCG1801551 (24098943-24036436) PROMOTE1		
gnf1h19420_at									
gnf1h19421_at									
gnf1h19422_at						obsoleted by Celera	/len=261 GA_x5HB7VCJ5SS hCG1801518 (18506954-18507524) PROMOTE1		
gnf1h19423_x_at						obsoleted by Celera	/len=128 GA_x5HB7VCY1B9 hCG1801517 (21786273-21786145) PROMOTE1		
gnf1h19424_at						obsoleted by Celera	/len=128 GA_x5HB7VCY1B9 hCG1801517 (21786273-21786145) PROMOTE1		
gnf1h19425_at							dbj|BAB30248.1| (AK016459) putative [Mus musculus] 		
gnf1h19426_at									
gnf1h19427_at						obsoleted by Celera	/len=1047 GA_x54KREAHVSH hCG1801498 (8851642-8814615) PROMOTE1		
gnf1h19428_at							ref|NP_006595.1| ret finger protein-like 3 [Homo sapiens] 		
gnf1h19429_at						obsoleted by Celera	/len=368 GA_x54KRE8TL24 hCG1801495 (7002219-7047068) PROMOTE1		
gnf1h19430_at							gb|AAD48373.1|AF123880_2 (AF123880) unknown protein U5/2 [multiple sclerosis associated retrovirus element] 		
gnf1h19431_x_at									
gnf1h19432_at									
gnf1h19433_at							gb|AAF82383.1|AF281313_1 (AF281313) ribosomal protein S3; RPS3 [Homo sapiens] 		
gnf1h19434_at						obsoleted by Celera	/len=241 GA_x5L2HTTPLME hCG1801465 (1299086-1294554) PROMOTE1		
gnf1h19435_at							ref|XP_063353.1| (XM_063353) similar to INTEGRIN ALPHA-3 PRECURSOR (GALACTOPROTEIN B3) (GAPB3) (VLA-3 ALPHA CHAIN) (CD49C) [Homo sapiens] 		
gnf1h19436_at						obsoleted by Celera	/len=337 GA_x54KRE96ECP hCG1801447 (23502600-23511828) PROMOTE1		
gnf1h19437_at						obsoleted by Celera	/len=660 GA_x54KRE96ECP hCG1801446 (23884767-23898152) PROMOTE1		
gnf1h19438_at							ref|XP_018215.1| (XM_018215) hypothetical protein XP_018215 [Homo sapiens] 		
gnf1h19439_at							gb|AAD48373.1|AF123880_2 (AF123880) unknown protein U5/2 [multiple sclerosis associated retrovirus element] 		
gnf1h19440_at						obsoleted by Celera	/len=555 GA_x5HB7VCY1B9 hCG1801438 (7121559-7123554) PROMOTE1		
gnf1h19441_at						obsoleted by Celera	/len=402 GA_x5HB7VCY1B9 hCG1801436 (7511593-7532855) PROMOTE1		
gnf1h19442_at						obsoleted by Celera	/len=161 GA_x54KRE8RW27 hCG1801429 (101634-101795) PROMOTE1		
gnf1h19443_at							gb|AAH15353.1|AAH15353 (BC015353) Unknown (protein for MGC:21446) [Homo sapiens] 		
gnf1h19444_at						obsoleted by Celera	/len=665 GA_x5L2HTUSAQC hCG1801425 (8509720-8552853) PROMOTE1		
gnf1h19445_at							gb|AAD51450.1|AC006978_1 (AC006978) supported by human and rodent ESTs; match to AA454028 (NID:g2167697), similar to AA9255224 (NID:g4236415) and AA023712 (NID:g1487627) [Homo sapiens] 		
gnf1h19446_at							ref|XP_060427.1| (XM_060427) hypothetical protein XP_060427 [Homo sapiens] 		
gnf1h19447_at						obsoleted by Celera	/len=405 GA_x5J8B7Q1L5Q hCG1801416 (5644239-5644983) PROMOTE1		
gnf1h19448_at						obsoleted by Celera	/len=322 GA_x5J8B7Q1L5Q hCG1801415 (9491905-9455524) PROMOTE1		
gnf1h19449_at						obsoleted by Celera	/len=300 GA_x54KRE923RD hCG1801412 (13906191-13902613) PROMOTE1		
gnf1h19450_x_at									
gnf1h19451_at									
gnf1h19452_at									
gnf1h19453_at						obsoleted by Celera	/len=474 GA_x5HB7VCY1B9 hCG1801407 (9456093-9459103) PROMOTE1		
gnf1h19454_at						obsoleted by Celera	/len=860 GA_x5HB7VCY1B9 hCG1801406 (9813983-9885954) PROMOTE1		
gnf1h19455_at						obsoleted by Celera	/len=285 GA_x5L2HTTHY8E hCG1801401 (51754055-51743705) PROMOTE1		
gnf1h19456_at						obsoleted by Celera	/len=576 GA_x5L2HTU0SRS hCG1801397 (57200490-57245813) PROMOTE1		
gnf1h19457_x_at									
gnf1h19458_at							ref|XP_067031.1| (XM_067031) similar to calcium/calmodulin-dependent serine protein kinase [Homo sapiens] 		
gnf1h19459_at						obsoleted by Celera	/len=303 GA_x54KRE8L8DP hCG1801390 (2262422-2259474) PROMOTE1		
gnf1h19460_at						obsoleted by Celera	/len=237 GA_x54KREA69CA hCG1801385 (2160102-2159865) PROMOTE1		
gnf1h19461_x_at									
gnf1h19462_at									
gnf1h19463_x_at									
gnf1h19464_at									
gnf1h19465_at									
gnf1h19466_at							sp|P11980|KPY1_RAT PYRUVATE KINASE, M1 ISOZYME (PYRUVATE KINASE MUSCLE ISOZYME) 		
gnf1h19467_at						obsoleted by Celera	/len=444 GA_x54KRE99UHB hCG1801372 (1548405-1502461) PROMOTE1		
gnf1h19468_at						obsoleted by Celera	/len=1008 GA_x5L2HTTHY8E hCG1801357 (31012082-31014959) PROMOTE1		
gnf1h19469_at						obsoleted by Celera	/len=501 GA_x5L2HTTHY8E hCG1801356 (31173895-31182850) PROMOTE1		
gnf1h19470_at						obsoleted by Celera	/len=354 GA_x5L2HTTHY8E hCG1801355 (31620230-31617580) PROMOTE1		
gnf1h19471_x_at							dbj|BAA91430.1| (AK000927) unnamed protein product [Homo sapiens] 		
gnf1h19472_at							dbj|BAA91430.1| (AK000927) unnamed protein product [Homo sapiens] 		
gnf1h19473_at							ref|XP_063138.1| (XM_063138) similar to putative [Homo sapiens] 		
gnf1h19474_at									
gnf1h19475_at									
gnf1h19476_at						obsoleted by Celera	/len=318 GA_x5J8B7PVKVC hCG1801327 (5811594-5867189) PROMOTE1		
gnf1h19477_at									
gnf1h19478_at									
gnf1h19479_at									
gnf1h19480_at						obsoleted by Celera	/len=348 GA_x5HB7VCY1B9 hCG1801317 (22434344-22406570) PROMOTE1		
gnf1h19481_at									
gnf1h19482_at						obsoleted by Celera	/len=302 GA_x5HB7VCTE6R hCG1801299 (1492257-1474819) PROMOTE1		
gnf1h19483_at						obsoleted by Celera	/len=1209 GA_x5HB7VCTE6R hCG1801298 (1708856-1741408) PROMOTE1		
gnf1h19484_at						obsoleted by Celera	/len=537 GA_x5HB7VCTE6R hCG1801296 (23405015-23413614) PROMOTE1		
gnf1h19485_at						obsoleted by Celera	/len=522 GA_x54KRE96ECP hCG1801275 (9282131-9287500) PROMOTE1		
gnf1h19486_at						obsoleted by Celera	/len=294 GA_x54KRE96ECP hCG1801274 (10301422-10318946) PROMOTE1		
gnf1h19487_at									
gnf1h19488_at						obsoleted by Celera	/len=516 GA_x54KREAK5QS hCG1801272 (12079446-12036787) PROMOTE1		
gnf1h19489_at									
gnf1h19490_at									
gnf1h19491_at						obsoleted by Celera	/len=723 GA_x5L2HTTHY8E hCG1801257 (40768871-40709041) PROMOTE1		
gnf1h19492_at							sp|P39057|DYHC_ANTCR DYNEIN BETA CHAIN, CILIARY 		
gnf1h19493_at									
gnf1h19494_at						obsoleted by Celera	/len=651 GA_x5L2HTVCTK4 hCG1801240 (2994332-2995532) PROMOTE1		
gnf1h19495_x_at						obsoleted by Celera	/len=243 GA_x39G1G1GNF6 hCG1801238 (3006-1751) PROMOTE1		
gnf1h19496_at						obsoleted by Celera	/len=243 GA_x39G1G1GNF6 hCG1801238 (3006-1751) PROMOTE1		
gnf1h19497_at									
gnf1h19498_x_at						obsoleted by Celera	/len=369 GA_x5HB7VD3DJW hCG1801218 (3503046-3503515) PROMOTE1		
gnf1h19499_at						obsoleted by Celera	/len=369 GA_x5HB7VD3DJW hCG1801218 (3503046-3503515) PROMOTE1		
gnf1h19500_at						obsoleted by Celera	/len=615 GA_x5L2HTTHY8E hCG1801211 (36591357-36584684) PROMOTE1		
gnf1h19501_at						obsoleted by Celera	/len=357 GA_x5L2HTU0SRS hCG1801209 (65625527-65631634) PROMOTE1		
gnf1h19502_x_at									
gnf1h19503_at									
gnf1h19504_at							ref|XP_068508.1| (XM_068508) similar to putative [Homo sapiens] 		
gnf1h19505_at						obsoleted by Celera	/len=951 GA_x54KRE93QVT hCG1801184 (957846-941120) PROMOTE1		
gnf1h19506_at						obsoleted by Celera	/len=615 GA_x54KRE96ECP hCG1801182 (25330337-25312386) PROMOTE1		
gnf1h19507_at									
gnf1h19508_at						obsoleted by Celera	/len=366 GA_x54KREAR86K hCG1801176 (3803724-3816322) PROMOTE1		
gnf1h19509_at						obsoleted by Celera	/len=357 GA_x5HB7VCY1B9 hCG1801171 (19518737-19515290) PROMOTE1		
gnf1h19510_at						obsoleted by Celera	/len=294 GA_x5L2HTTHY8E hCG1801167 (17557513-17534582) PROMOTE1		
gnf1h19511_at									
gnf1h19512_at									
gnf1h19513_at									
gnf1h19514_at						obsoleted by Celera	/len=814 GA_x5J8B7Q8MNN hCG1801149 (7619-11111) PROMOTE1		
gnf1h19515_at									
gnf1h19516_at						obsoleted by Celera	/len=582 GA_x5L2HTV80AW hCG1801143 (1367306-1364408) PROMOTE1		
gnf1h19517_at							pir T33913 hypothetical protein Y25C1A Caenorhabditis elegans pir||T33913 hypothetical protein Y25C1A.3 - Caenorhabditis elegans 		
gnf1h19518_at						obsoleted by Celera	/len=1365 GA_x54KREBESL6 hCG1801111 (599206-578499) PROMOTE1		
gnf1h19519_at						obsoleted by Celera	/len=1509 GA_x54KREB9DKF hCG1801108 (361662-363171) PROMOTE1		
gnf1h19520_at						obsoleted by Celera	/len=828 GA_x5L2HTUNP61 hCG1801104 (980108-978083) PROMOTE1		
gnf1h19521_at						obsoleted by Celera	/len=510 GA_x5L2HTV8TDQ hCG1801096 (3693980-3695639) PROMOTE1		
gnf1h19522_at						obsoleted by Celera	/len=840 GA_x9V1B6F hCG1801094 (1153328-1182221) PROMOTE1		
gnf1h19523_at						obsoleted by Celera	/len=912 GA_x9V1B6F hCG1801093 (1661284-1693791) PROMOTE1		
gnf1h19524_at									
gnf1h19525_at						obsoleted by Celera	/len=837 GA_x54KREAHVSH hCG1801084 (3650911-3685909) PROMOTE1		
gnf1h19526_at						obsoleted by Celera	/len=696 GA_x5HB7VCN3QP hCG1801077 (8613699-8638340) PROMOTE1		
gnf1h19527_at						obsoleted by Celera	/len=606 GA_x5HB7VCTE6R hCG1801076 (30900452-30914069) PROMOTE1		
gnf1h19528_at						obsoleted by Celera	/len=408 GA_x5L2HTTHY8E hCG1801067 (8641703-8659262) PROMOTE1		
gnf1h19529_x_at							Pseudogene! 		
gnf1h19530_at							Pseudogene! 		
gnf1h19531_at							Pseudogene! 		
gnf1h19532_at									
gnf1h19533_at									
gnf1h19534_at						obsoleted by Celera	/len=351 GA_x54KRE923RD hCG1801035 (9624500-9636793) PROMOTE1		
gnf1h19535_at						obsoleted by Celera	/len=564 GA_x54KREAK5QS hCG1801028 (9606305-9636434) PROMOTE1		
gnf1h19536_at						obsoleted by Celera	/len=897 GA_x5HB7VCTE6R hCG1801021 (27188308-27135846) PROMOTE1		
gnf1h19537_at						obsoleted by Celera	/len=391 GA_x5HB7VCTE6R hCG1801020 (16201472-16204537) PROMOTE1		
gnf1h19538_at						obsoleted by Celera	/len=418 GA_x9V1B0T hCG1801009 (8701106-8702746) PROMOTE1		
gnf1h19539_at						obsoleted by Celera	/len=221 GA_x54KRE8TKYL hCG1801008 (1739237-1771433) PROMOTE1		
gnf1h19540_at									
gnf1h19541_x_at						obsoleted by Celera	/len=228 GA_x5J8B7P054Y hCG1801005 (1034610-1047786) PROMOTE1		
gnf1h19542_at						obsoleted by Celera	/len=228 GA_x5J8B7P054Y hCG1801005 (1034610-1047786) PROMOTE1		
gnf1h19543_x_at									
gnf1h19544_at									
gnf1h19545_at						obsoleted by Celera	/len=240 GA_x5L2HTUMHW3 hCG1800998 (101390-119900) PROMOTE1		
gnf1h19546_at						obsoleted by Celera	/len=441 GA_x5L2HTUMHW3 hCG1800997 (928979-926750) PROMOTE1		
gnf1h19547_at							ref|NP_004550.1| nuclease sensitive element binding protein 1; Major histocompatibility complex, class II, Y box-binding protein I; DNA-binding protein B [Homo sapiens] 		
gnf1h19548_at									
gnf1h19549_at						obsoleted by Celera	/len=684 GA_x5J8B7Q4BBY hCG1800982 (11173965-11187134) PROMOTE1		
gnf1h19550_at									
gnf1h19551_at						obsoleted by Celera	/len=267 GA_x54KRE96ECP hCG1800969 (23514631-23511651) PROMOTE1		
gnf1h19552_at						obsoleted by Celera	/len=279 GA_x5L2HTTHY8E hCG1800967 (51417927-51409438) PROMOTE1		
gnf1h19553_at							ref|NP_079287.1| (NM_025011) hypothetical protein FLJ13744 [Homo sapiens] 		
gnf1h19554_at									
gnf1h19555_at						obsoleted by Celera	/len=526 GA_x54KRE8FP9Y hCG1800953 (8275-1031) PROMOTE1		
gnf1h19556_at									
gnf1h19557_at							gb|AAK95023.1| (AF399538) olfactory receptor [Homo sapiens] 		
gnf1h19558_x_at						obsoleted by Celera	/len=153 GA_x5HB7VCJ5SS hCG1800934 (13826152-13840132) PROMOTE1		
gnf1h19559_at						obsoleted by Celera	/len=153 GA_x5HB7VCJ5SS hCG1800934 (13826152-13840132) PROMOTE1		
gnf1h19560_at						obsoleted by Celera	/len=558 GA_x5HB7VCY1B9 hCG1800929 (17840341-17806143) PROMOTE1		
gnf1h19561_at						obsoleted by Celera	/len=972 GA_x5L2HTTHY8E hCG1800927 (27024093-27040599) PROMOTE1		
gnf1h19562_at						obsoleted by Celera	/len=288 GA_x5L2HTTFEJ9 hCG1800920 (6090526-6086588) PROMOTE1		
gnf1h19563_at						obsoleted by Celera	/len=313 GA_x5HB7VCY1B9 hCG1800913 (18398890-18398029) PROMOTE1		
gnf1h19564_at									
gnf1h19565_at							ref|XP_070619.1| (XM_070619) similar to HOMEOBOX PROTEIN NKX-2.6 [Homo sapiens] 		
gnf1h19566_at							ref|XP_008401.2| RAB5C, member RAS oncogene family [Homo sapiens] 		
gnf1h19567_at						obsoleted by Celera	/len=252 GA_x54KREAK5QS hCG1800900 (9054141-9017649) PROMOTE1		
gnf1h19568_at							ref|NP_062645.1| (NM_019671) neuroepithelial cell transforming gene 1; guanine nucleotide regulatory protein (oncogene); Net1 homolog; vneuroepithelial cell transforming gene 1 [Mus musculus] 		
gnf1h19569_at						obsoleted by Celera	/len=591 GA_x5HB7VCN3QP hCG1800878 (21125673-21134935) PROMOTE1		
gnf1h19570_at						obsoleted by Celera	/len=342 GA_x5L2HTTHY8E hCG1800871 (10902002-10932170) PROMOTE1		
gnf1h19571_at						obsoleted by Celera	/len=196 GA_x5HB7VCJ5SS hCG1800866 (15897443-15896778) PROMOTE1		
gnf1h19572_at						obsoleted by Celera	/len=479 GA_x54KREA4HAA hCG1800857 (2989204-2988725) PROMOTE1		
gnf1h19573_at									
gnf1h19574_at						obsoleted by Celera	/len=372 GA_x9V1B8R hCG1800844 (4497578-4492545) PROMOTE1		
gnf1h19575_at									
gnf1h19576_at									
gnf1h19577_at							ref|XP_005242.3| (XM_005242) hypothetical protein FLJ11348 [Homo sapiens] 		
gnf1h19578_at						obsoleted by Celera	/len=408 GA_x5L2HTTFEJ9 hCG1800831 (4038897-4047109) PROMOTE1		
gnf1h19579_x_at						obsoleted by Celera	/len=186 GA_x39G1FRJ66M hCG1800815 (2394-13247) PROMOTE1		
gnf1h19580_at						obsoleted by Celera	/len=186 GA_x39G1FRJ66M hCG1800815 (2394-13247) PROMOTE1		
gnf1h19581_x_at						obsoleted by Celera	/len=173 GA_x5J8B7PEPLA hCG1800813 (370780-370607) PROMOTE1		
gnf1h19582_at									
gnf1h19583_at							dbj|BAB29584.1| (AK014852) putative [Mus musculus] 		
