#UniProt	Protein name					  Target ID	    Compound Key  Compound ID	    Compound Name	   First Approval Withdrawn Flag	Description of mech. of action.	   Action Type
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     RG3487        CHEMBL3544952     RG3487                                 0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     TEDATIOXETIN  CHEMBL2104986     TEDATIOXETINE                          0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin (5-HT) receptor                           CHEMBL2096904                                                                                                                                                                  
A8MPY1        GABA-C receptor                                     CHEMBL2109242                                                                                                                                                                  
O00305        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9P0X4        Voltage-gated T-type calcium channel alpha-1I subu  CHEMBL5558                                                                                                                                                                     
Q9P1Z3        Potassium/sodium hyperpolarization-activated cycli  CHEMBL1795173                                                                                                                                                                  
Q9UBL9        P2X purinoceptor 2                                  CHEMBL2531                                                                                                                                                                     
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UBN1        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UF02        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q9UGI6        Small conductance calcium-activated potassium chan  CHEMBL3381                                                                                                                                                                     
Q9UGM1        Neuronal acetylcholine receptor; alpha9/alpha10     CHEMBL2109238                                                                                                                                                                  
Q9UGM1        Neuronal acetylcholine receptor protein alpha-9 su  CHEMBL2184                                                                                                                                                                     
Q9UHC3        Amiloride-sensitive cation channel 3                CHEMBL5368                                                                                                                                                                     
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ARTICAINE HY  CHEMBL1200819     Articaine Hydrochloride         2000   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     BENOXINATE H  CHEMBL1200654     Benoxinate Hydrochloride        1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     CARBAMAZEPIN  CHEMBL108         Carbamazepine                   1968   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     CHLOROPROCAI  CHEMBL944         Chloroprocaine Hydrochloride    1955   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     DISOPYRAMIDE  CHEMBL1201020     Disopyramide Phosphate          1977   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     DRONEDARONE   CHEMBL1201729     Dronedarone Hydrochloride       2009   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     DYCLONINE HY  CHEMBL1200478     Dyclonine Hydrochloride         1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ESLICARBAZEP  CHEMBL87992       ESLICARBAZEPINE ACETATE         2009   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ETHOTOIN      CHEMBL1095        Ethotoin                        1957   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ETIDOCAINE H  CHEMBL1200597     Etidocaine Hydrochloride        1976   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     FOSPHENYTOIN  CHEMBL919         Fosphenytoin Sodium             1996   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     HEXYLCAINE H  CHEMBL1200715     Hexylcaine Hydrochloride        1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     IRAMPANEL     CHEMBL29741       IRAMPANEL                              0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     INDECAINIDE   CHEMBL1200341     Indecainide Hydrochloride       1989   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     LACOSAMIDE    CHEMBL58323       Lacosamide                      2008   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     LAMOTRIGINE   CHEMBL741         Lamotrigine                     1994   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     LIDOCAINE     CHEMBL79          Lidocaine                       1948   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     LIDOCAINE HY  CHEMBL1200409     Lidocaine Hydrochloride         1948   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     MEPHENYTOIN   CHEMBL861         Mephenytoin                     1946   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     MEPIVACAINE   CHEMBL1200440     Mepivacaine Hydrochloride       1960   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     MEXILETINE H  CHEMBL1200606     Mexiletine Hydrochloride        1985   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     MORICIZINE H  CHEMBL1200334     Moricizine Hydrochloride        1990   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     NKTR-171      CHEMBL3545209     NKTR-171                               0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     NW-3509       CHEMBL3545207     NW-3509                                0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ORPHENADRINE  CHEMBL1200395     Orphenadrine Citrate            1959   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ORPHENADRINE  CHEMBL1201023     Orphenadrine Hydrochloride      1957   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     OXCARBAZEPIN  CHEMBL1068        Oxcarbazepine                   2000   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PHENACEMIDE   CHEMBL918         Phenacemide                     1951   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PHENAZOPYRID  CHEMBL1201022     Phenazopyridine Hydrochloride   1987   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PHENYTOIN     CHEMBL16          Phenytoin                       1953   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PHENYTOIN SO  CHEMBL1611        Phenytoin Sodium                1956   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PRILOCAINE    CHEMBL1194        Prilocaine                      1965   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PRILOCAINE H  CHEMBL1200586     Prilocaine Hydrochloride        1965   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PRIMIDONE     CHEMBL856         Primidone                       1954   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINAMIDE  CHEMBL605         Procainamide Hydrochloride      1950   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINE HYD  CHEMBL1200841     Procaine Hydrochloride          1954   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROCAINE MER  CHEMBL1200443     Procaine Merethoxylline                0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROPAFENONE   CHEMBL1201063     Propafenone Hydrochloride       1989   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROPARACAINE  CHEMBL1200464     Proparacaine Hydrochloride      1953   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     PROPOXYCAINE  CHEMBL1769        Propoxycaine Hydrochloride      1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     QUINIDINE GL  CHEMBL1200437     Quinidine Gluconate             1950   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     QUINIDINE PO  CHEMBL1201486     Quinidine Polygalacturonate     1982   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     QUINIDINE SU  CHEMBL3707183     Quinidine Sulfate               1962   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     RALFINAMIDE   CHEMBL2107771     RALFINAMIDE                            0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     RILUZOLE      CHEMBL744         Riluzole                        1995   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ROPIVACAINE   CHEMBL1889140     Ropivacaine Hydrochloride       1996   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     RUFINAMIDE    CHEMBL1201754     Rufinamide                      2008   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     TETRACAINE H  CHEMBL1255654     TETRACAINE HYDROCHLORIDE        2016   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     TETRACAINE    CHEMBL698         Tetracaine                      2005   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     TOCAINIDE HY  CHEMBL1200773     Tocainide Hydrochloride         1984   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     TOPIRAMATE    CHEMBL220492      Topiramate                      1996   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel alpha subunit                        CHEMBL2331043     ZONISAMIDE    CHEMBL750         Zonisamide                      2000   0   Sodium channel alpha subunit blocker                BLOCKER                       
Q9UI33        Sodium channel protein type XI alpha subunit        CHEMBL5167        Afacifenacin  CHEMBL3545165     Afacifenacin                           0   Sodium channel protein type XI alpha subunit  bloc  BLOCKER                       
Q9UIX4        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UIX4        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UIX4        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UJ96        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UJ96        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UJ96        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UK17        Voltage-gated potassium channel subunit Kv4.3       CHEMBL1964                                                                                                                                                                     
Q9UK17        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UK17        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UK17        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UL51        Potassium/sodium hyperpolarization-activated cycli  CHEMBL1795172                                                                                                                                                                  
Q9UL62        Short transient receptor potential channel 5        CHEMBL1250411                                                                                                                                                                  
Q9ULD8        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9ULD8        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9ULD8        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9ULS6        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9ULS6        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9ULS6        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ACAMPROSATE   CHEMBL2068724     Acamprosate Calcium             2004   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ALPRAZOLAM    CHEMBL661         Alprazolam                      1981   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     BUTABARBITAL  CHEMBL1200982     Butabarbital Sodium             1939   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     BUTALBITAL    CHEMBL454         Butalbital                      1983   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     CHLORDIAZEPO  CHEMBL451         Chlordiazepoxide                1960   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     CHLORDIAZEPO  CHEMBL1200703     Chlordiazepoxide Hydrochloride  1960   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     CLOBAZAM      CHEMBL70418       Clobazam                        2005   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     CLONAZEPAM    CHEMBL452         Clonazepam                      1975   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     CLORAZEPATE   CHEMBL2096631     Clorazepate Dipotassium         1972   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     DESFLURANE    CHEMBL1200733     Desflurane                      1992   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     DIAZEPAM      CHEMBL12          Diazepam                        1963   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ENFLURANE     CHEMBL1257        Enflurane                       1972   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ESTAZOLAM     CHEMBL285674      Estazolam                       1990   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ESZOPICLONE   CHEMBL1522        Eszopiclone                     2004   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ETHCHLORVYNO  CHEMBL591         Ethchlorvynol                   1961   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ETOMIDATE     CHEMBL681         Etomidate                       1982   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     FLUMAZENIL    CHEMBL407         Flumazenil                      1991   0   GABA-A receptor; anion channel allosteric antagoni  ALLOSTERIC ANTAGONIST         
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     FLURAZEPAM H  CHEMBL1200602     Flurazepam Hydrochloride        1970   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     GLUTETHIMIDE  CHEMBL1102        Glutethimide                    1976   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     HALAZEPAM     CHEMBL970         Halazepam                       1981   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     HALOTHANE     CHEMBL931         Halothane                       1958   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     ISOFLURANE    CHEMBL1256        Isoflurane                      1979   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     LORAZEPAM     CHEMBL580         Lorazepam                       1977   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     MEPROBAMATE   CHEMBL979         Meprobamate                     1955   0   GABA-A receptor; anion channel agonist              AGONIST                       
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     METHARBITAL   CHEMBL450         Metharbital                     1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     METHOHEXITAL  CHEMBL30219       Methohexital Sodium             1960   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     METHOXYFLURA  CHEMBL1341        Methoxyflurane                         1   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     METHYPRYLON   CHEMBL1200790     Methyprylon                     1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     MIDAZOLAM HY  CHEMBL1200420     Midazolam Hydrochloride         1985   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     OXAZEPAM      CHEMBL568         Oxazepam                        1965   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PF-06372865   CHEMBL3707402     PF-06372865                            0   GABA-A receptor; anion channel agonist              AGONIST                       
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PENTOBARBITA  CHEMBL448         Pentobarbital                   1973   1   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PENTOBARBITA  CHEMBL971         Pentobarbital Sodium            1973   1   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PRAZEPAM      CHEMBL969         Prazepam                        1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PRIMIDONE     CHEMBL856         Primidone                       1954   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     PROPOFOL      CHEMBL526         Propofol                        1989   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     QUAZEPAM      CHEMBL1200472     Quazepam                        1985   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     SECOBARBITAL  CHEMBL1200903     Secobarbital Sodium             1950   1   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     SEVOFLURANE   CHEMBL1200694     Sevoflurane                     1995   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     TALBUTAL      CHEMBL1200802     Talbutal                        1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     TEMAZEPAM     CHEMBL967         Temazepam                       1981   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     THIAMYLAL SO  CHEMBL1201065     Thiamylal Sodium                1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     THIOPENTAL S  CHEMBL738         Thiopental Sodium               1982   0   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     TOPIRAMATE    CHEMBL220492      Topiramate                      1996   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     TRIAZOLAM     CHEMBL646         Triazolam                       1978   1   GABA-A receptor; anion channel positive allosteric  POSITIVE ALLOSTERIC MODULATOR 
Q9UN88        GABA-A receptor; anion channel                      CHEMBL2093872     TRICLOFOS SO  CHEMBL1200789     Triclofos Sodium                1982   0   GABA-A receptor; anion channel positive modulator   POSITIVE MODULATOR            
Q9UQ05        Voltage-gated potassium channel                     CHEMBL2362996     DALFAMPRIDIN  CHEMBL284348      Dalfampridine                   2010   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UQ05        Voltage-gated potassium channel                     CHEMBL2362996     GUANIDINE HY  CHEMBL1200728     Guanidine Hydrochloride         1939   0   Voltage-gated potassium channel blocker             BLOCKER                       
Q9UQ05        Voltage-gated potassium channel                     CHEMBL2362996     NERISPIRDINE  CHEMBL2107762     NERISPIRDINE                           0   Voltage-gated potassium channel blocker             BLOCKER                       
